Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Truck,Laps,Status,Led,Pts,PPts
2018,1,Daytona,14.0,29.0,6.0,Norm Benning,Zomongo / H&H Transport (Norm Benning),Chevrolet,100.0,running,0.0,23.0,0.0
2018,1,Daytona,15.0,31.0,83.0,Scott Stenzel,E2 Northeast Motorsports (D.J. Copp),Chevrolet,100.0,running,0.0,22.0,0.0
2018,1,Daytona,16.0,19.0,7.0,Korbin Forrister,TruClear Global / All Secure (All Out Motorsports),Toyota,99.0,running,2.0,24.0,0.0
2018,1,Daytona,17.0,10.0,2.0,Cody Coughlin,Jegs.com (Maury Gallagher),Chevrolet,99.0,running,0.0,28.0,0.0
2018,1,Daytona,18.0,23.0,28.0,Bryan Dauzat,FDNY / American Genomics (Jim Rosenblum),Chevrolet,99.0,running,0.0,19.0,0.0
2018,1,Daytona,19.0,6.0,88.0,Matt Crafton,Fisher Nuts / Menards (Duke Thorson),Ford,97.0,running,0.0,27.0,0.0
2018,1,Daytona,20.0,15.0,22.0,Austin Wayne Self,Don't Mess With Texas / AM Tech. Solutions (Al Niece),Chevrolet,97.0,running,0.0,17.0,0.0
2018,1,Daytona,21.0,1.0,4.0,David Gilliland,Pedigree (Kyle Busch),Toyota,95.0,running,30.0,34.0,1.0
2018,1,Daytona,22.0,3.0,68.0,Clay Greenfield,AMVETS Please Stand (Clay Greenfield),Chevrolet,81.0,crash,0.0,22.0,0.0
2018,1,Daytona,23.0,5.0,18.0,Noah Gragson,Safelite Auto Glass (Kyle Busch),Toyota,79.0,crash,1.0,16.0,0.0
2018,1,Daytona,24.0,20.0,13.0,Myatt Snider,Liberty Tax Service (Duke Thorson),Ford,73.0,crash,0.0,17.0,0.0
2018,1,Daytona,25.0,14.0,8.0,John H. Nemechek,Fleetwing Corporation (Joe Nemechek),Chevrolet,72.0,crash,13.0,0.0,0.0
2018,1,Daytona,26.0,22.0,16.0,Brett Moffitt,AISIN Group (Shigeaki Hattori),Toyota,72.0,crash,0.0,11.0,0.0
2018,1,Daytona,27.0,9.0,52.0,Stewart Friesen,Halmar Intl. / We Build America (Chris Larsen),Chevrolet,72.0,crash,1.0,19.0,0.0
2018,1,Daytona,28.0,26.0,75.0,Parker Kligerman,Food Country USA / Lays / Pepsi (Charlie Henderson),Chevrolet,66.0,crash,0.0,13.0,0.0
2018,1,Daytona,29.0,21.0,47.0,Chris Fontaine,Glenden Enterprises (Chris Fontaine),Chevrolet,65.0,electrical,0.0,8.0,0.0
2018,1,Daytona,30.0,16.0,54.0,Bo LeMastus,Crosley Brands / DGR-Crosley (David Gilliland),Toyota,63.0,crash,0.0,7.0,0.0
2018,1,Daytona,31.0,27.0,10.0,Jennifer Jo Cobb,Think Realty / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,54.0,crash,0.0,6.0,0.0
2018,1,Daytona,32.0,32.0,50.0,Travis Kvapil,Rhino Rush Energy (Mark Beaver),Chevrolet,2.0,engine,0.0,5.0,0.0
2018,2,Atlanta,1.0,10.0,16.0,Brett Moffitt,AISIN Group (Shigeaki Hattori),Toyota,134.0,running,2.0,55.0,5.0
2018,2,Atlanta,2.0,3.0,18.0,Noah Gragson,Safelite Auto Glass (Kyle Busch),Toyota,134.0,running,43.0,51.0,1.0
2018,2,Atlanta,3.0,9.0,21.0,Johnny Sauter,Allegiant Airlines (Maury Gallagher),Chevrolet,134.0,running,12.0,47.0,0.0
2018,2,Atlanta,4.0,14.0,41.0,Ben Rhodes,Alpha Energy Solutions / RideTV (Duke Thorson),Ford,134.0,running,0.0,38.0,0.0
2018,2,Atlanta,5.0,2.0,88.0,Matt Crafton,Rip It / Menards (Duke Thorson),Ford,134.0,running,7.0,48.0,0.0
2018,2,Atlanta,6.0,7.0,52.0,Stewart Friesen,Halmar Intl. / We Build America (Chris Larsen),Chevrolet,134.0,running,0.0,33.0,0.0
2018,2,Atlanta,7.0,19.0,13.0,Myatt Snider,Liberty Tax Service (Duke Thorson),Ford,134.0,running,3.0,30.0,0.0
2018,2,Atlanta,8.0,12.0,97.0,Jesse Little,Wings Over North Georgia Air Show (Jason Little),Ford,134.0,running,0.0,38.0,0.0
2018,2,Atlanta,9.0,16.0,98.0,Grant Enfinger,Curb Records (Mike Curb),Ford,134.0,running,0.0,36.0,0.0
2018,2,Atlanta,10.0,13.0,20.0,Austin Dillon,Go Share (Randy Young),Chevrolet,134.0,running,0.0,0.0,0.0
2018,2,Atlanta,11.0,17.0,75.0,Parker Kligerman,Food Country USA / Tide Pods (Charlie Henderson),Chevrolet,134.0,running,0.0,28.0,0.0
2018,2,Atlanta,12.0,11.0,8.0,Joe Nemechek,D.A.B. Constructors (Joe Nemechek),Chevrolet,134.0,running,0.0,25.0,0.0
2018,2,Atlanta,13.0,4.0,51.0,Spencer Davis,Rheem (Kyle Busch),Toyota,134.0,running,0.0,29.0,0.0
2018,2,Atlanta,14.0,6.0,25.0,Dalton Sargeant,Performance Plus Motor Oil (Maury Gallagher),Chevrolet,134.0,running,0.0,24.0,0.0
2018,2,Atlanta,15.0,20.0,22.0,Austin Wayne Self,Don't Mess With Texas / AM Tech. Solutions (Al Niece),Chevrolet,134.0,running,0.0,22.0,0.0
2018,2,Atlanta,16.0,21.0,7.0,Korbin Forrister,TruClear Global (All Out Motorsports),Toyota,134.0,running,0.0,21.0,0.0
2018,2,Atlanta,17.0,15.0,54.0,Bo LeMastus,Crosley Brands / DGR-Crosley (David Gilliland),Toyota,134.0,running,0.0,20.0,0.0
2018,2,Atlanta,18.0,18.0,2.0,Austin Hill,United Rentals (Randy Young),Chevrolet,133.0,running,0.0,19.0,0.0
2018,2,Atlanta,19.0,22.0,45.0,Justin Fontaine,Superior Essex (Al Niece),Chevrolet,133.0,running,0.0,18.0,0.0
2018,2,Atlanta,20.0,8.0,2.0,Cody Coughlin,Jegs.com (Maury Gallagher),Chevrolet,133.0,running,0.0,17.0,0.0
2018,2,Atlanta,21.0,1.0,4.0,Kyle Busch,Cessna / Beechcraft (Kyle Busch),Toyota,133.0,running,67.0,0.0,0.0
2018,2,Atlanta,22.0,5.0,24.0,Justin Haley,Fraternal Order of Eagles (Maury Gallagher),Chevrolet,132.0,running,0.0,15.0,0.0
2018,2,Atlanta,23.0,29.0,49.0,Wendell Chavous,SobrietyNation.org (Jay Robinson),Chevrolet,131.0,running,0.0,14.0,0.0
2018,2,Atlanta,24.0,25.0,3.0,Jordan Anderson,Bommarito / Lucas Oil (Jordan Anderson),Chevrolet,129.0,running,0.0,13.0,0.0
2018,2,Atlanta,25.0,27.0,15.0,Robby Lyons,Sunwest Construction (Jay Robinson),Chevrolet,128.0,running,0.0,12.0,0.0
2018,2,Atlanta,26.0,30.0,10.0,Jennifer Jo Cobb,Think Realty (Jennifer Jo Cobb),Chevrolet,120.0,running,0.0,11.0,0.0
2018,2,Atlanta,27.0,24.0,33.0,Josh Reaume,R-Coin / Green Heart Partners (Josh Reaume),Chevrolet,119.0,crash,0.0,10.0,0.0
2018,2,Atlanta,28.0,31.0,1.0,Clay Greenfield,Motorsports Safety Group / Clyde May's (Tracy Lowe),Chevrolet,116.0,too slow,0.0,9.0,0.0
2018,2,Atlanta,29.0,28.0,6.0,Norm Benning,Zomongo / H&H Transport (Norm Benning),Chevrolet,108.0,vibration,0.0,8.0,0.0
2018,2,Atlanta,30.0,23.0,63.0,Akinori Ogata,Nisshinbo (Mike Mittler),Chevrolet,62.0,crash,0.0,7.0,0.0
2018,2,Atlanta,31.0,26.0,0.0,Joey Gase,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,7.0,electrical,0.0,0.0,0.0
2018,2,Atlanta,32.0,32.0,83.0,Scott Stenzel,Fr8Auctions.com (D.J. Copp),Chevrolet,0.0,electrical,0.0,5.0,0.0
2018,3,Las Vegas,1.0,1.0,51.0,Kyle Busch,Cessna / Beechcraft (Kyle Busch),Toyota,134.0,running,55.0,0.0,0.0
2018,3,Las Vegas,2.0,3.0,21.0,Johnny Sauter,Allegiant Airlines (Maury Gallagher),Chevrolet,134.0,running,0.0,42.0,0.0
2018,3,Las Vegas,3.0,6.0,16.0,Brett Moffitt,AISIN Group (Shigeaki Hattori),Toyota,134.0,running,27.0,43.0,0.0
2018,3,Las Vegas,4.0,8.0,98.0,Grant Enfinger,Curb Records (Mike Curb),Ford,134.0,running,4.0,35.0,0.0
2018,3,Las Vegas,5.0,2.0,52.0,Stewart Friesen,Halmar Intl. / We Build America (Chris Larsen),Chevrolet,134.0,running,31.0,49.0,1.0
2018,3,Las Vegas,6.0,18.0,25.0,Dalton Sargeant,Performance Plus Motor Oil (Maury Gallagher),Chevrolet,134.0,running,3.0,31.0,0.0
2018,3,Las Vegas,7.0,15.0,41.0,Ben Rhodes,Alpha Energy Solutions / Ride TV (Duke Thorson),Ford,134.0,running,0.0,42.0,0.0
2018,3,Las Vegas,8.0,14.0,2.0,Cody Coughlin,Jegs.com (Maury Gallagher),Chevrolet,134.0,running,0.0,31.0,0.0
2018,3,Las Vegas,9.0,17.0,45.0,Justin Fontaine,ProMatic Automation (Al Niece),Chevrolet,134.0,running,2.0,28.0,0.0
2018,3,Las Vegas,10.0,13.0,2.0,Austin Hill,United Rentals (Randy Young),Chevrolet,134.0,running,0.0,27.0,0.0
2018,3,Las Vegas,11.0,7.0,54.0,Justin Marks,Crosley Brands / Tropicana (David Gilliland),Toyota,134.0,running,0.0,26.0,0.0
2018,3,Las Vegas,12.0,5.0,18.0,Noah Gragson,Safelite Auto Glass (Kyle Busch),Toyota,134.0,running,12.0,40.0,1.0
2018,3,Las Vegas,13.0,4.0,4.0,Spencer Davis,JBL / SiriusXM (Kyle Busch),Toyota,134.0,running,0.0,34.0,0.0
2018,3,Las Vegas,14.0,20.0,49.0,Wendell Chavous,SobrietyNation.org (Jay Robinson),Chevrolet,134.0,running,0.0,23.0,0.0
2018,3,Las Vegas,15.0,10.0,13.0,Myatt Snider,Liberty Tax Service (Duke Thorson),Ford,133.0,running,0.0,37.0,0.0
2018,3,Las Vegas,16.0,19.0,22.0,Austin Wayne Self,Don't Mess With Texas / AM Tech. Solutions (Al Niece),Chevrolet,133.0,running,0.0,21.0,0.0
2018,3,Las Vegas,17.0,16.0,3.0,Jordan Anderson,Bommarito.com / Lucas Oil (Jordan Anderson),Chevrolet,133.0,running,0.0,20.0,0.0
2018,3,Las Vegas,18.0,24.0,15.0,Robby Lyons,Sunwest Construction (Jay Robinson),Chevrolet,133.0,running,0.0,19.0,0.0
2018,3,Las Vegas,19.0,22.0,20.0,Michel Disdier,Richard Orlinski (Randy Young),Chevrolet,132.0,running,0.0,18.0,0.0
2018,3,Las Vegas,20.0,23.0,83.0,Bayley Currey,United Nissan / Fr8Auctions.com / Baja (D.J. Copp),Chevrolet,132.0,running,0.0,17.0,0.0
2018,3,Las Vegas,21.0,9.0,8.0,John H. Nemechek,Ernie's / Fleetwing (Joe Nemechek),Chevrolet,130.0,running,0.0,0.0,0.0
2018,3,Las Vegas,22.0,26.0,74.0,Mike Harmon,Atlanta Havoc (Mike Harmon),Chevrolet,127.0,running,0.0,15.0,0.0
2018,3,Las Vegas,23.0,31.0,50.0,B.J. McLeod,Motorsports Safety Group (Mark Beaver),Chevrolet,123.0,running,0.0,0.0,0.0
2018,3,Las Vegas,24.0,27.0,10.0,Jennifer Jo Cobb,Think Realty / Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,123.0,running,0.0,13.0,0.0
2018,3,Las Vegas,25.0,25.0,33.0,Josh Reaume,Gnarly Jerky (Josh Reaume),Toyota,119.0,engine,0.0,12.0,0.0
2018,3,Las Vegas,26.0,30.0,6.0,Norm Benning,Zomongo / H&H Transport (Norm Benning),Chevrolet,118.0,parked,0.0,11.0,0.0
2018,3,Las Vegas,27.0,28.0,1.0,Tommy Regan,Motorsports Safety Group / American Tactical (Tracy Lowe),Chevrolet,112.0,running,0.0,10.0,0.0
2018,3,Las Vegas,28.0,11.0,24.0,Justin Haley,Fraternal Order of Eagles (Maury Gallagher),Chevrolet,75.0,crash,0.0,13.0,0.0
2018,3,Las Vegas,29.0,12.0,88.0,Matt Crafton,Hormel Black Label Bacon / Menards (Duke Thorson),Ford,40.0,brakes,0.0,9.0,0.0
2018,3,Las Vegas,30.0,32.0,0.0,Mike Senica,Betty Lou's / P3 Power Products (Jennifer Jo Cobb),Chevrolet,28.0,electrical,0.0,7.0,0.0
2018,3,Las Vegas,31.0,21.0,87.0,Joe Nemechek,Fleetwing Corporation (Joe Nemechek),Chevrolet,23.0,vibration,0.0,6.0,0.0
2018,3,Las Vegas,32.0,29.0,63.0,Scott Stenzel,Copp Racing (Mike Mittler),Chevrolet,5.0,electrical,0.0,5.0,0.0
2018,4,Martinsville,1.0,8.0,8.0,John H. Nemechek,Fleetwing / D.A.B. Constructors (Joe Nemechek),Chevrolet,250.0,running,31.0,0.0,0.0
2018,4,Martinsville,2.0,4.0,54.0,Kyle Benjamin,Crosley Brands / Foothills Capital (David Gilliland),Toyota,250.0,running,74.0,0.0,0.0
2018,4,Martinsville,3.0,7.0,16.0,Brett Moffitt,AISIN Group (Shigeaki Hattori),Toyota,250.0,running,0.0,41.0,0.0
2018,4,Martinsville,4.0,3.0,98.0,Grant Enfinger,Champion Power Equipment / Curb Records (Mike Curb),Ford,250.0,running,0.0,44.0,0.0
2018,4,Martinsville,5.0,11.0,18.0,Noah Gragson,Safelite Auto Glass (Kyle Busch),Toyota,250.0,running,0.0,39.0,0.0
2018,4,Martinsville,6.0,9.0,13.0,Myatt Snider,Liberty Tax Service (Duke Thorson),Ford,250.0,running,0.0,34.0,0.0
2018,4,Martinsville,7.0,16.0,92.0,Timothy Peters,BTS Tire & Wheel / Carquest Auto Parts (Ricky Benton),Ford,250.0,running,0.0,30.0,0.0
2018,4,Martinsville,8.0,13.0,51.0,Harrison Burton,DEX Imaging (Kyle Busch),Toyota,250.0,running,0.0,30.0,0.0
2018,4,Martinsville,9.0,15.0,2.0,Austin Hill,United Rentals (Randy Young),Chevrolet,250.0,running,0.0,28.0,0.0
2018,4,Martinsville,10.0,12.0,24.0,Justin Haley,Fraternal Order of Eagles (Maury Gallagher),Chevrolet,250.0,running,0.0,27.0,0.0
2018,4,Martinsville,11.0,18.0,25.0,Dalton Sargeant,Performance Plus Motor Oil (Maury Gallagher),Chevrolet,250.0,running,0.0,26.0,0.0
2018,4,Martinsville,12.0,1.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Ford,250.0,running,134.0,45.0,2.0
2018,4,Martinsville,13.0,17.0,4.0,Cory Roper,Preferred Industrial Contractors (Roper Racing),Ford,250.0,running,0.0,24.0,0.0
2018,4,Martinsville,14.0,23.0,4.0,Todd Gilliland,Mobil 1 (Kyle Busch),Toyota,250.0,running,1.0,32.0,0.0
2018,4,Martinsville,15.0,2.0,88.0,Matt Crafton,Ideal Door / Menards (Duke Thorson),Ford,250.0,running,4.0,38.0,0.0
2018,4,Martinsville,16.0,20.0,20.0,Reid Wilson,OEM2 Powered by TruNorth (Randy Young),Chevrolet,250.0,running,0.0,21.0,0.0
2018,4,Martinsville,17.0,28.0,50.0,Dawson Cram,Fluidyne / Bojangles' (Mark Beaver),Chevrolet,250.0,running,0.0,20.0,0.0
2018,4,Martinsville,18.0,29.0,49.0,Wendell Chavous,SobrietyNation.org (Jay Robinson),Chevrolet,250.0,running,0.0,19.0,0.0
2018,4,Martinsville,19.0,6.0,21.0,Johnny Sauter,Allegiant Airlines (Maury Gallagher),Chevrolet,249.0,running,0.0,33.0,0.0
2018,4,Martinsville,20.0,5.0,52.0,Stewart Friesen,Halmar Intl. / We Build America (Chris Larsen),Chevrolet,248.0,running,6.0,21.0,0.0
2018,4,Martinsville,21.0,14.0,99.0,Tyler Matthews,Popeye's / BB&T Scott Stringfellow (Matthew Miller),Chevrolet,248.0,running,0.0,16.0,0.0
2018,4,Martinsville,22.0,25.0,3.0,Jordan Anderson,Bommarito.com / Lucas Oil (Jordan Anderson),Chevrolet,248.0,running,0.0,15.0,0.0
2018,4,Martinsville,23.0,22.0,83.0,Kyle Donahue,First Responder Racing (D.J. Copp),Chevrolet,234.0,electrical,0.0,14.0,0.0
2018,4,Martinsville,24.0,24.0,15.0,Robby Lyons,Bubba Bear Sauce (Jay Robinson),Chevrolet,227.0,engine,0.0,13.0,0.0
2018,4,Martinsville,25.0,26.0,33.0,Josh Reaume,R-Coin / Green Heart Partners (Josh Reaume),Chevrolet,227.0,running,0.0,12.0,0.0
2018,4,Martinsville,26.0,10.0,2.0,Cody Coughlin,Jegs.com (Maury Gallagher),Chevrolet,225.0,running,0.0,11.0,0.0
2018,4,Martinsville,27.0,21.0,22.0,Austin Wayne Self,Don't Mess With Texas / AM Tech. Solutions (Al Niece),Chevrolet,164.0,electrical,0.0,10.0,0.0
2018,4,Martinsville,28.0,19.0,45.0,Justin Fontaine,ProMatic Automation / Superior Essex (Al Niece),Chevrolet,158.0,crash,0.0,9.0,0.0
2018,4,Martinsville,29.0,31.0,10.0,Jennifer Jo Cobb,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,55.0,electrical,0.0,8.0,0.0
2018,4,Martinsville,30.0,27.0,63.0,Kevin Donahue,First Responder Racing (Mike Mittler),Chevrolet,49.0,brakes,0.0,7.0,0.0
2018,4,Martinsville,31.0,30.0,6.0,Norm Benning,Zomongo / H&H Transport (Norm Benning),Chevrolet,35.0,too slow,0.0,6.0,0.0
2018,4,Martinsville,32.0,32.0,1.0,Mike Senica,Pennsylvania Power Products (Tracy Lowe),Chevrolet,8.0,parked,0.0,5.0,0.0
2018,5,Dover,1.0,2.0,21.0,Johnny Sauter,Allegiant Airlines (Maury Gallagher),Chevrolet,210.0,running,137.0,57.0,6.0
2018,5,Dover,2.0,10.0,88.0,Matt Crafton,Chi-Chi's / Menards (Duke Thorson),Ford,210.0,running,0.0,47.0,0.0
2018,5,Dover,3.0,4.0,24.0,Justin Haley,Fraternal Order of Eagles (Maury Gallagher),Chevrolet,210.0,running,0.0,51.0,0.0
2018,5,Dover,4.0,9.0,54.0,David Gilliland,Frontline Enterprises / Crosley Brands (David Gilliland),Toyota,210.0,running,0.0,38.0,0.0
2018,5,Dover,5.0,17.0,51.0,Harrison Burton,DEX Imaging (Kyle Busch),Toyota,210.0,running,0.0,36.0,0.0
2018,5,Dover,6.0,18.0,2.0,Cody Coughlin,Jegs.com (Maury Gallagher),Chevrolet,210.0,running,0.0,31.0,0.0
2018,5,Dover,7.0,16.0,8.0,Joe Nemechek,Acme Grocery Store / Hatfield / Progresso (Joe Nemechek),Chevrolet,210.0,running,0.0,32.0,0.0
2018,5,Dover,8.0,8.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Ford,210.0,running,0.0,39.0,0.0
2018,5,Dover,9.0,5.0,97.0,Jesse Little,PFC Brakes / Penske Racing Shocks (Jason Little),Ford,210.0,running,2.0,40.0,0.0
2018,5,Dover,10.0,3.0,4.0,Todd Gilliland,Pedigree (Kyle Busch),Toyota,209.0,running,0.0,39.0,0.0
2018,5,Dover,11.0,15.0,13.0,Myatt Snider,Louisiana Hot Sauce (Duke Thorson),Ford,209.0,running,0.0,27.0,0.0
2018,5,Dover,12.0,12.0,16.0,Brett Moffitt,AISIN Group (Shigeaki Hattori),Toyota,209.0,running,0.0,25.0,0.0
2018,5,Dover,13.0,11.0,25.0,Dalton Sargeant,Performance Plus Motor Oil (Maury Gallagher),Chevrolet,209.0,running,0.0,24.0,0.0
2018,5,Dover,14.0,13.0,98.0,Grant Enfinger,Champion Power Equipment / Curb Records (Mike Curb),Ford,208.0,running,0.0,23.0,0.0
2018,5,Dover,15.0,21.0,22.0,Austin Wayne Self,Flying Circle / Don't Mess With Texas (Al Niece),Chevrolet,208.0,running,0.0,22.0,0.0
2018,5,Dover,16.0,20.0,20.0,Tanner Thorson,Go Share (Randy Young),Chevrolet,207.0,running,0.0,21.0,0.0
2018,5,Dover,17.0,24.0,49.0,Wendell Chavous,SobrietyNation.org (Jay Robinson),Chevrolet,206.0,running,0.0,20.0,0.0
2018,5,Dover,18.0,19.0,3.0,Jordan Anderson,Bommarito.com / Knight Fire Protection (Jordan Anderson),Chevrolet,206.0,running,0.0,19.0,0.0
2018,5,Dover,19.0,22.0,45.0,Justin Fontaine,ProMatic Automation / Superior Essex (Al Niece),Chevrolet,204.0,running,0.0,18.0,0.0
2018,5,Dover,20.0,1.0,18.0,Noah Gragson,Safelite Auto Glass (Kyle Busch),Toyota,198.0,crash,60.0,34.0,1.0
2018,5,Dover,21.0,23.0,7.0,Korbin Forrister,All Out Motorsports,Toyota,197.0,running,0.0,16.0,0.0
2018,5,Dover,22.0,30.0,10.0,Jennifer Jo Cobb,Driven2Honor.org (Jennifer Jo Cobb),Chevrolet,194.0,running,0.0,15.0,0.0
2018,5,Dover,23.0,7.0,52.0,Stewart Friesen,Halmar Intl. / We Build America (Chris Larsen),Chevrolet,153.0,crash,0.0,15.0,0.0
2018,5,Dover,24.0,28.0,74.0,Mike Harmon,Horizon Transport / Chill (Mike Harmon),Chevrolet,129.0,suspension,0.0,0.0,0.0
2018,5,Dover,25.0,27.0,33.0,Josh Reaume,JC Racing / Green Heart Partners (Josh Reaume),Toyota,124.0,parked,0.0,12.0,0.0
2018,5,Dover,26.0,25.0,83.0,Bayley Currey,FR8 Auctions (D.J. Copp),Chevrolet,122.0,suspension,0.0,11.0,0.0
2018,5,Dover,27.0,31.0,6.0,Norm Benning,Zomongo (Norm Benning),Chevrolet,120.0,parked,0.0,10.0,0.0
2018,5,Dover,28.0,6.0,75.0,Parker Kligerman,Utz Snacks / Food Country USA (Charlie Henderson),Chevrolet,86.0,oil cooler,11.0,9.0,0.0
2018,5,Dover,29.0,29.0,63.0,Camden Murphy,MB Motorsports (Mike Mittler),Chevrolet,58.0,vibration,0.0,8.0,0.0
2018,5,Dover,30.0,26.0,15.0,Reed Sorenson,Premium Motorsports (Jay Robinson),Chevrolet,15.0,vibration,0.0,0.0,0.0
2018,5,Dover,31.0,14.0,2.0,Austin Hill,United Rentals (Randy Young),Chevrolet,13.0,crash,0.0,6.0,0.0
2018,5,Dover,32.0,32.0,50.0,Todd Peck,Fluidyne (Mark Beaver),Chevrolet,7.0,rear end,0.0,5.0,0.0
2018,6,Kansas,1.0,1.0,18.0,Noah Gragson,Safelite Auto Glass (Kyle Busch),Toyota,167.0,running,128.0,60.0,7.0
2018,6,Kansas,2.0,6.0,4.0,Kyle Busch,Cessna / Beechcraft (Kyle Busch),Toyota,167.0,running,1.0,0.0,0.0
2018,6,Kansas,3.0,8.0,52.0,Stewart Friesen,Halmar Intl. / We Build America (Chris Larsen),Chevrolet,167.0,running,6.0,41.0,0.0
2018,6,Kansas,4.0,14.0,8.0,John H. Nemechek,Fleetwing / D.A.B. Constructors (Joe Nemechek),Chevrolet,167.0,running,0.0,0.0,0.0
2018,6,Kansas,5.0,5.0,21.0,Johnny Sauter,ISM Connect (Maury Gallagher),Chevrolet,167.0,running,14.0,37.0,0.0
2018,6,Kansas,6.0,3.0,88.0,Matt Crafton,Flex Seal / Menards (Duke Thorson),Ford,167.0,running,4.0,36.0,0.0
2018,6,Kansas,7.0,2.0,2.0,Cody Coughlin,Jegs.com (Maury Gallagher),Chevrolet,167.0,running,0.0,31.0,0.0
2018,6,Kansas,8.0,4.0,98.0,Grant Enfinger,Protect The Harvest / Curb Records (Mike Curb),Ford,167.0,running,0.0,39.0,0.0
2018,6,Kansas,9.0,13.0,51.0,Brandon Jones,Lyons Industries / Menards (Kyle Busch),Toyota,167.0,running,0.0,0.0,0.0
2018,6,Kansas,10.0,12.0,24.0,Justin Haley,Fraternal Order of Eagles (Maury Gallagher),Chevrolet,166.0,running,4.0,27.0,0.0
2018,6,Kansas,11.0,11.0,25.0,Dalton Sargeant,Performance Plus Motor Oil (Maury Gallagher),Chevrolet,165.0,running,0.0,26.0,0.0
2018,6,Kansas,12.0,9.0,2.0,Austin Hill,United Rentals (Randy Young),Chevrolet,165.0,running,0.0,25.0,0.0
2018,6,Kansas,13.0,19.0,22.0,Austin Wayne Self,Don't Mess With Texas / AM Tech. Solutions (Al Niece),Chevrolet,164.0,running,0.0,24.0,0.0
2018,6,Kansas,14.0,15.0,20.0,Bubba Wallace,Andy's Frozen Custard (Randy Young),Chevrolet,164.0,running,0.0,0.0,0.0
2018,6,Kansas,15.0,32.0,13.0,Myatt Snider,Louisiana Hot Sauce (Duke Thorson),Ford,164.0,running,9.0,22.0,0.0
2018,6,Kansas,16.0,10.0,16.0,Brett Moffitt,Concrete Supply / Central Plains Supply (Shigeaki Hattori),Toyota,163.0,running,0.0,38.0,0.0
2018,6,Kansas,17.0,17.0,45.0,Justin Fontaine,ProMatic Automation / Superior Essex (Al Niece),Chevrolet,163.0,running,0.0,20.0,0.0
2018,6,Kansas,18.0,7.0,41.0,Ben Rhodes,Alpha Energy Solutions (Duke Thorson),Ford,162.0,running,1.0,26.0,0.0
2018,6,Kansas,19.0,16.0,54.0,Bo LeMastus,Crosley Brands / DGR-Crosley (David Gilliland),Toyota,160.0,running,0.0,18.0,0.0
2018,6,Kansas,20.0,31.0,83.0,Kyle Donahue,First Responder Racing (D.J. Copp),Chevrolet,159.0,running,0.0,17.0,0.0
2018,6,Kansas,21.0,25.0,33.0,Josh Reaume,Colonial Countertops (Josh Reaume),Toyota,158.0,running,0.0,16.0,0.0
2018,6,Kansas,22.0,29.0,10.0,Jennifer Jo Cobb,Think Realty / Mark One (Jennifer Jo Cobb),Chevrolet,157.0,running,0.0,15.0,0.0
2018,6,Kansas,23.0,28.0,6.0,Norm Benning,Zomongo (Norm Benning),Chevrolet,157.0,running,0.0,14.0,0.0
