Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2008,1,Daytona,1.0,1.0,20.0,Tony Stewart,Armor All (Joe Gibbs),Toyota,120.0,109720.0,running,46.0,190.0
2008,1,Daytona,2.0,5.0,18.0,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,120.0,81025.0,running,47.0,180.0
2008,1,Daytona,3.0,19.0,5.0,"Dale Earnhardt, Jr.",National Guard (JR Motorsports),Chevrolet,120.0,69950.0,running,0.0,115.0
2008,1,Daytona,4.0,11.0,10.0,Brian Vickers,ABF U-Pack Moving (Todd Braun),Toyota,120.0,74112.0,running,2.0,165.0
2008,1,Daytona,5.0,14.0,17.0,Matt Kenseth,Kraft / Ritz (Jack Roush),Ford,120.0,58900.0,running,0.0,155.0
2008,1,Daytona,6.0,6.0,41.0,Bryan Clauson,Texaco / Havoline (Chip Ganassi),Dodge,120.0,62162.0,running,0.0,150.0
2008,1,Daytona,7.0,25.0,16.0,Greg Biffle,CitiFinancial (Jack Roush),Ford,120.0,52050.0,running,0.0,146.0
2008,1,Daytona,8.0,8.0,32.0,Denny Hamlin,Hass Avocados from Mexico (Todd Braun),Toyota,120.0,50475.0,running,1.0,147.0
2008,1,Daytona,9.0,28.0,6.0,David Ragan,Discount Tire (Jack Roush),Ford,120.0,49625.0,running,2.0,143.0
2008,1,Daytona,10.0,26.0,60.0,Carl Edwards,Scotts (Jack Roush),Ford,120.0,50700.0,running,0.0,134.0
2008,1,Daytona,11.0,10.0,8.0,Martin Truex Jr,"Freightliner (Dale Earnhardt, Inc.)",Chevrolet,120.0,47175.0,running,20.0,135.0
2008,1,Daytona,12.0,31.0,47.0,Kelly Bires,Clorox (Tad Geschickter),Ford,120.0,54037.0,running,0.0,127.0
2008,1,Daytona,13.0,40.0,1.0,Johnny Sauter,Miccosukee Resorts & Gaming (James Finch),Chevrolet,120.0,53462.0,running,0.0,99.0
2008,1,Daytona,14.0,18.0,99.0,David Reutimann,Aaron's Dream Machine (Michael Waltrip),Toyota,120.0,52762.0,running,0.0,121.0
2008,1,Daytona,15.0,7.0,21.0,Bobby Labonte,Realtree (Richard Childress),Chevrolet,120.0,46475.0,running,0.0,118.0
2008,1,Daytona,16.0,13.0,88.0,Brad Keselowski,U.S. Navy (JR Motorsports),Chevrolet,120.0,52162.0,running,0.0,115.0
