Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2007,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,31.0,21.0,Kevin Harvick,AutoZone (Richard Childress),Chevrolet,120.0,116200.0,running,42.0,190.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,11.0,32.0,Dave Blaney,Fan1st.com (Todd Braun),Toyota,120.0,90550.0,running,0.0,170.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,6.0,60.0,Carl Edwards,Scott's (Jack Roush),Ford,120.0,77450.0,running,10.0,170.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,26.0,2.0,Clint Bowyer,BB&T (Richard Childress),Chevrolet,120.0,62550.0,running,3.0,165.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,8.0,6.0,Mark Martin,Dish Network (Jack Roush),Ford,120.0,58000.0,running,0.0,155.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,4.0,11.0,Martin Truex Jr,"Bass Pro Shops / Tracker (Dale Earnhardt, Inc.)",Chevrolet,120.0,53450.0,running,5.0,155.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,20.0,8.0,"Dale Earnhardt, Jr.","Menards / Johns Manville (Dale Earnhardt, Inc.)",Chevrolet,120.0,56575.0,running,8.0,151.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,38.0,33.0,Tony Stewart,Old Spice (Kevin Harvick),Chevrolet,120.0,50300.0,running,0.0,142.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,15.0,20.0,Denny Hamlin,Rockwell Automation (Joe Gibbs),Chevrolet,120.0,54250.0,running,0.0,138.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,9.0,26.0,Greg Biffle,Oreo Double Stuf (Jack Roush),Ford,120.0,49025.0,running,0.0,134.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,14.0,55.0,Robby Gordon,Motorola / Verizon (Robby Gordon),Ford,120.0,47300.0,running,0.0,130.0
2007,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,13.0,17.0,Matt Kenseth,Arby's (Jack Roush),Ford,120.0,51825.0,running,2.0,132.0
