Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1970,1,Riverside,Riverside International Raceway,2.62,road course,1.0,3.0,11.0,A.J. Foyt,Don Wagner Ford (Jack Bowsher),'70 Ford,193.0,19700.0,running,35.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,2.0,13.0,1.0,Roger McCluskey,Plymouth (Norm Nelson),'70 Plymouth,193.0,9000.0,running,2.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,3.0,5.0,98.0,LeeRoy Yarbrough,Jim Robbins Co. (Junior Johnson),'70 Ford,193.0,6275.0,running,5.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,4.0,8.0,27.0,Donnie Allison,Sunny King Ford (Banjo Matthews),'70 Ford,190.0,4475.0,running,22.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,5.0,6.0,43.0,Richard Petty,Plymouth by Petty (Petty Enterprises),'70 Plymouth,186.0,3000.0,engine,2.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,6.0,1.0,42.0,Dan Gurney,Plymouth (Petty Enterprises),'70 Plymouth,180.0,2400.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,7.0,18.0,6.0,Neil Castles,Warren Fox Dodge (Neil Castles),'69 Dodge,178.0,1750.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,8.0,17.0,39.0,Friday Hassler,James Hanley,'69 Chevrolet,176.0,1550.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,9.0,22.0,116.0,Jerry Oliver,Concord Olds (Cos Cancilla),'70 Oldsmobile,176.0,1400.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,10.0,25.0,83.0,Dick Guldstrand,Fred Gledhill Chevrolet (James Good),'69 Chevrolet,170.0,1350.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,11.0,35.0,21.0,Parnelli Jones,Danville Lincoln-Mercury (Wood Brothers),'70 Mercury,168.0,1275.0,clutch,88.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,12.0,34.0,321.0,Kevin Terris,Gary Sigman,'69 Plymouth,165.0,1250.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,13.0,4.0,22.0,Bobby Allison,Saddleback Dodge (Mario Rossi),'69 Dodge,164.0,1225.0,bell housing,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,14.0,20.0,30.0,Dave Marcis,Glen E. Thomas Dodge (Dave Marcis),'69 Dodge,163.0,1200.0,crash,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,15.0,43.0,9.0,Sam Rose,Sam Rose,'68 Ford,157.0,1175.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,16.0,21.0,81.0,Dave Alonzo,Dave Alonzo,'68 Plymouth,150.0,1150.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,17.0,2.0,17.0,David Pearson,East Tenn. Ford (Holman-Moody Racing),'70 Ford,148.0,1925.0,transmission,39.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,18.0,28.0,4.0,Dick Kranzler,Dick Kranzler,'68 Chevrolet,148.0,1100.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,19.0,42.0,15.0,Paul Dorrity,Glen Dorrity,'68 Chevrolet,143.0,1075.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,20.0,11.0,132.0,Joe Frasson,Hopkins Dodge (Joe Frasson),'70 Dodge,142.0,1050.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,21.0,40.0,0.0,Frank James,Jim Calder,'69 Chevrolet,137.0,1025.0,rear end,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,22.0,39.0,61.0,Dick Bown,Ober Logging (Mike Ober),'69 Chevrolet,135.0,1025.0,running,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,23.0,29.0,179.0,Ranny Dodd,Workrite Products (Wally Vandertoorn),'69 Chevrolet,111.0,1000.0,clutch,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,24.0,36.0,96.0,Ray Elder,Hargis Engineering (Fred Elder),'69 Dodge,106.0,975.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,25.0,19.0,38.0,Jimmy Insolo,Ober Logging (Marvin Rowley),'68 Chevrolet,98.0,950.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,26.0,32.0,18.0,Jim Cook,Bob Bristol,'68 Ford,94.0,925.0,crash,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,27.0,41.0,16.0,Steve Froines,Concord Olds (Cos Cancilla),'68 Oldsmobile,83.0,900.0,crash,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,28.0,9.0,6.0,Sam Posey,Dave Schenk Dodge (Cotton Owens),'69 Dodge,82.0,900.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,29.0,7.0,71.0,Bobby Isaac,K & K Insurance (Nord Krauskopf),'69 Dodge,77.0,885.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,30.0,37.0,7.0,Jack McCoy,Hilton Hyper Lube (Ernie Conn),'69 Dodge,69.0,850.0,oil leak,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,31.0,33.0,23.0,G.T. Tallas,G.T. Tallas,'69 Ford,49.0,840.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,32.0,44.0,40.0,"Les Loeser, Jr.","Pacific Roofing (Les Loeser, Sr.)",'68 Ford,38.0,830.0,clutch,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,33.0,15.0,32.0,Dick Brooks,Bestline Products (Dick Brooks),'69 Plymouth,37.0,895.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,34.0,12.0,31.0,Buddy Young,Montgomery Motors (L.G. DeWitt),'69 Ford,37.0,810.0,crash,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,35.0,10.0,48.0,James Hylton,Bonanza Mobile Homes (James Hylton),'69 Dodge,34.0,820.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,36.0,24.0,64.0,Elmo Langley,Woodfield Ford (Elmo Langley),'68 Ford,29.0,800.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,37.0,26.0,126.0,Carl Joiner,Bor-A-Car / Chevy (Dean Thorne),'69 Ford,23.0,800.0,rear end,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,38.0,16.0,88.0,Don Noel,Noel-Lewin (Don Noel),'68 Ford,18.0,800.0,engine,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,39.0,14.0,93.0,Don White,Worthington Dodge (Ray Nichels),'69 Dodge,16.0,880.0,brakes,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,40.0,31.0,144.0,Lothar Motschenbacher,Parkside Chevrolet (Lothar Motschenbacher),'68 Chevrolet,7.0,800.0,clutch,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,41.0,23.0,5.0,Frank Deiny,Frank Deiny,'68 Chevrolet,4.0,800.0,wheel bearing,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,42.0,38.0,45.0,Scotty Cain,Bill Clinton,'69 Ford,3.0,800.0,transmission,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,43.0,27.0,80.0,Bob England,Bob England,'69 Chevrolet,3.0,800.0,transmission,0.0
1970,1,Riverside,Riverside International Raceway,2.62,road course,44.0,30.0,79.0,Frank Warren,Frank Warren,'69 Plymouth,1.0,800.0,engine,0.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,1.0,1.0,21.0,Cale Yarborough,60 Minute Cleaners (Wood Brothers),'69 Mercury,50.0,1300.0,running,24.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,2.0,5.0,71.0,Bobby Isaac,K & K Insurance (Nord Krauskopf),'69 Dodge,50.0,800.0,running,21.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,3.0,4.0,98.0,LeeRoy Yarbrough,Jim Robbins Co. (Junior Johnson),'69 Ford,50.0,550.0,running,0.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,4.0,3.0,27.0,Donnie Allison,Banjo Matthews,'69 Ford,50.0,500.0,running,0.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,5.0,6.0,40.0,Pete Hamilton,7-Up (Petty Enterprises),'70 Plymouth,50.0,450.0,running,2.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,6.0,7.0,43.0,Richard Petty,Petty Enterprises,'70 Plymouth,50.0,400.0,running,0.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,7.0,18.0,32.0,Dick Brooks,Bestline Products (Dick Brooks),'70 Plymouth,48.0,345.0,running,0.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,8.0,20.0,7.0,Ramo Stott,Ramo Stott,'70 Plymouth,48.0,335.0,running,0.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,9.0,8.0,3.0,Jim Vandiver,Ray Fox,'69 Dodge,48.0,325.0,running,0.0
1970,2,Daytona,Daytona International Speedway,2.5,paved track,10.0,10.0,25.0,Jabe Thomas,Don Robertson,'69 Plymouth,46.0,310.0,running,0.0
