Season,Race,Site,Track,Track_length,Track_type,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts
2009,1,Daytona,Daytona International Speedway,2.5,paved track,1.0,5.0,80.0,Tony Stewart,Hendrickcars.com (Rick Hendrick),Chevrolet,120.0,99895.0,running,23.0,190.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,2.0,10.0,60.0,Carl Edwards,Scotts (Jack Roush),Ford,120.0,89800.0,running,8.0,175.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,3.0,3.0,29.0,Clint Bowyer,Holiday Inn / Holiday Inn Express (Richard Childress),Chevrolet,120.0,79150.0,running,33.0,175.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,4.0,13.0,18.0,Kyle Busch,Interstate Batteries (Joe Gibbs),Toyota,120.0,65625.0,running,14.0,165.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,5.0,6.0,16.0,Greg Biffle,CitiFinancial (Jack Roush),Ford,120.0,59905.0,running,2.0,160.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,6.0,27.0,32.0,Brian Vickers,Dollar General Stores (Todd Braun),Toyota,120.0,55930.0,running,10.0,155.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,7.0,24.0,5.0,"Dale Earnhardt, Jr.",Hellmann's (JR Motorsports),Chevrolet,120.0,52255.0,running,0.0,146.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,8.0,9.0,6.0,David Ragan,Discount Tire (Jack Roush),Ford,120.0,51180.0,running,0.0,142.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,9.0,12.0,27.0,Jason Keller,Kroger / Scott Products (Mike Curb),Ford,120.0,63798.0,running,3.0,143.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,10.0,2.0,17.0,Matt Kenseth,Kraft (Jack Roush),Ford,120.0,49980.0,running,15.0,139.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,11.0,1.0,33.0,Kevin Harvick,Jimmy John's Gourmet Sandwiches (Kevin Harvick),Chevrolet,120.0,51480.0,running,4.0,135.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,12.0,21.0,10.0,David Reutimann,Camping World (Todd Braun),Toyota,120.0,47505.0,running,0.0,127.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,13.0,14.0,87.0,Joe Nemechek,DAB Constructors (Joe Nemechek),Chevrolet,120.0,47430.0,running,0.0,124.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,14.0,41.0,47.0,Michael McDowell,Tom's Snacks (JTG-Daugherty Racing),Toyota,120.0,54198.0,running,0.0,121.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,15.0,35.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Rusty Wallace),Chevrolet,120.0,53248.0,running,0.0,118.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,16.0,34.0,28.0,Kenny Wallace,U.S. Border Patrol (Jay Robinson),Chevrolet,120.0,52998.0,running,2.0,120.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,17.0,16.0,81.0,D.J. Kennington,D.H. Griffin Companies (Pat MacDonald),Dodge,120.0,52348.0,running,0.0,112.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,18.0,31.0,70.0,Mark Green,ForeTravel Motorcoach (Mary Louise Miller),Chevrolet,120.0,52523.0,running,0.0,109.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,19.0,28.0,1.0,Mike Wallace,Fishburne Military School (Johnny Davis),Chevrolet,120.0,45630.0,running,0.0,106.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,20.0,8.0,20.0,Joey Logano,GameStop (Joe Gibbs),Toyota,120.0,52823.0,running,0.0,103.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,21.0,33.0,9.0,John Wes Townley,Zaxby's (Robby Benton),Ford,120.0,51848.0,running,0.0,0.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,22.0,15.0,88.0,Brad Keselowski,GoDaddy (JR Motorsports),Chevrolet,120.0,51723.0,running,6.0,102.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,23.0,7.0,0.0,"Danny O'Quinn, Jr.",Solar Bat Sunglasses (Johnny Davis),Chevrolet,120.0,51948.0,running,0.0,69.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,24.0,11.0,99.0,Michael Waltrip,Aaron's Dream Machine (Michael Waltrip),Toyota,120.0,44955.0,running,0.0,91.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,25.0,22.0,26.0,Brian Keselowski,Cajun Industries / Dusty's Collision (Dusty Whitney),Dodge,120.0,44980.0,running,0.0,88.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,26.0,36.0,24.0,Eric McClure,Hefty (Ed Rensi),Ford,120.0,51173.0,running,0.0,85.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,27.0,40.0,5.0,Jeff Green,31-W Insulation / Tobacco Free Florida (Wayne Day),Chevrolet,120.0,51073.0,running,0.0,82.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,28.0,25.0,1.0,Mike Bliss,Miccosukee Resort & Gaming (James Finch),Chevrolet,120.0,50998.0,running,0.0,79.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,29.0,30.0,84.0,Mike Harmon,DAB Constructors / Hotjackets.com (Mike Harmon),Chevrolet,120.0,44430.0,running,0.0,51.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,30.0,37.0,7.0,David Green,SK Motorsports (Pete Szekeres),Toyota,119.0,51073.0,running,0.0,73.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,31.0,38.0,34.0,Tony Raines,Long John Silver's (Bob Jenkins),Chevrolet,116.0,50623.0,crash,0.0,70.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,32.0,43.0,40.0,Scott Wimmer,Carfax.com (Curtis Key),Chevrolet,116.0,44080.0,crash,0.0,67.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,33.0,4.0,38.0,Jason Leffler,Great Clips (Todd Braun),Toyota,115.0,50598.0,running,0.0,64.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,34.0,29.0,23.0,"Robert Richardson, Jr.","Mahindra Tractors (Robert Richardson, Sr.)",Chevrolet,115.0,50448.0,running,0.0,61.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,35.0,18.0,15.0,Michael Annett,Pilot Travel Centers (Germain Racing),Toyota,113.0,50298.0,running,0.0,58.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,36.0,42.0,52.0,Donnie Neuenberger,Quaker City Castings (Jimmy Means),Chevrolet,110.0,50223.0,running,0.0,55.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,37.0,39.0,61.0,Brandon Whitt,Specialty Racing (Charles Shoffner),Ford,102.0,50158.0,running,0.0,52.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,38.0,26.0,49.0,Kertus Davis,GetMoreVacations.com (Jay Robinson),Chevrolet,95.0,43630.0,running,0.0,49.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,39.0,20.0,89.0,Morgan Shepherd,Five-R Truck & Trailer / Renegade (Morgan Shepherd),Chevrolet,92.0,50048.0,running,0.0,46.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,40.0,32.0,12.0,Justin Allgaier,Verizon Wireless (Roger Penske),Dodge,82.0,49998.0,crash,0.0,43.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,41.0,23.0,42.0,Kenny Hendrick,"""Real Deal"" Holyfield / Smith Iron Works (Eddie Smith)",Dodge,80.0,49948.0,crash,0.0,40.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,42.0,17.0,66.0,Steve Wallace,U.S. Fidelis (Rusty Wallace),Chevrolet,71.0,49898.0,crash,0.0,37.0
2009,1,Daytona,Daytona International Speedway,2.5,paved track,43.0,19.0,11.0,"Scott Lagasse, Jr.",America's Incredible Pizza Company (Bryan Mullet),Toyota,71.0,49826.0,crash,0.0,34.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,1.0,2.0,18.0,Kyle Busch,Z-Line Designs / Frys.com (Joe Gibbs),Toyota,150.0,76820.0,running,143.0,195.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,2.0,9.0,33.0,Kevin Harvick,Rheem (Kevin Harvick),Chevrolet,150.0,60525.0,running,0.0,170.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,3.0,7.0,20.0,Joey Logano,GameStop / KillZone 2 (Joe Gibbs),Toyota,150.0,56893.0,running,0.0,165.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,4.0,1.0,60.0,Carl Edwards,Scotts (Jack Roush),Ford,150.0,44150.0,running,5.0,165.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,5.0,8.0,6.0,David Ragan,America's Tire / Discount Tire (Jack Roush),Ford,150.0,34375.0,running,0.0,155.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,6.0,6.0,29.0,Jeff Burton,Holiday Inn / Holiday Inn Express (Richard Childress),Chevrolet,150.0,31325.0,running,0.0,150.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,7.0,29.0,10.0,David Reutimann,Beringer Vineyards (Todd Braun),Toyota,150.0,28275.0,running,0.0,146.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,8.0,12.0,32.0,Brian Vickers,Dollar General (Todd Braun),Toyota,150.0,26825.0,running,0.0,142.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,9.0,11.0,62.0,Brendan Gaughan,South Point Hotel & Casino (Rusty Wallace),Chevrolet,150.0,35903.0,running,0.0,138.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,10.0,15.0,66.0,Steve Wallace,U.S. Fidelis (Rusty Wallace),Chevrolet,150.0,35493.0,running,0.0,134.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,11.0,18.0,38.0,Jason Leffler,Great Clips (Todd Braun),Toyota,150.0,32393.0,running,0.0,130.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,12.0,23.0,11.0,"Scott Lagasse, Jr.",Gatorz Precision Built Eyewear (Bryan Mullet),Toyota,150.0,32143.0,running,0.0,127.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,13.0,4.0,1.0,Mike Bliss,Miccosukee Resort & Gaming (James Finch),Chevrolet,150.0,32943.0,running,0.0,124.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,14.0,17.0,12.0,Justin Allgaier,Verizon Wireless (Roger Penske),Dodge,150.0,31808.0,running,0.0,121.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,15.0,10.0,99.0,Michael Waltrip,BestWestern.com (Michael Waltrip),Toyota,150.0,26055.0,running,0.0,118.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,16.0,42.0,15.0,Michael Annett,Pilot Travel Centers (Germain Racing),Toyota,149.0,31563.0,running,0.0,115.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,17.0,19.0,27.0,Jason Keller,Cottonelle / Stater Bros. Charities (Mike Curb),Ford,149.0,31353.0,running,0.0,112.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,18.0,36.0,7.0,David Green,SK Motorsports (Pete Szekeres),Toyota,149.0,31518.0,running,0.0,109.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,19.0,27.0,89.0,Morgan Shepherd,Lagina Plumbing / Eldora Speedway (Morgan Shepherd),Chevrolet,149.0,31108.0,running,0.0,106.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,20.0,24.0,23.0,Ken Butler III,"Aaron's Dream Machine (Robert Richardson, Sr.)",Chevrolet,149.0,31498.0,running,0.0,103.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,21.0,30.0,34.0,Tony Raines,Long John Silver's (Bob Jenkins),Chevrolet,149.0,31238.0,running,0.0,100.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,22.0,14.0,9.0,John Wes Townley,Zaxby's (Robby Benton),Ford,148.0,30753.0,running,0.0,97.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,23.0,20.0,61.0,Brandon Whitt,Specialty Racing (Charles Shoffner),Ford,147.0,31068.0,running,0.0,94.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,24.0,25.0,81.0,D.J. Kennington,Red Bank Outfitters (Pat MacDonald),Dodge,147.0,30508.0,running,0.0,91.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,25.0,26.0,49.0,Kertus Davis,GetMoreVacations.com (Jay Robinson),Chevrolet,146.0,24055.0,running,0.0,88.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,26.0,32.0,42.0,Kenny Hendrick,"""Real Deal"" Holyfield / Smith Iron Works (Eddie Smith)",Dodge,146.0,30263.0,running,0.0,85.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,27.0,13.0,88.0,Brad Keselowski,GoDaddy.com (JR Motorsports),Chevrolet,145.0,30128.0,running,2.0,87.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,28.0,43.0,31.0,Stanton Barrett,Interush.net (Rick Ware),Chevrolet,145.0,23540.0,running,0.0,79.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,29.0,31.0,26.0,Brian Keselowski,Schweitzer Title (Dusty Whitney),Dodge,145.0,23390.0,running,0.0,76.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,30.0,38.0,24.0,Eric McClure,Hefty (Ed Rensi),Ford,145.0,30048.0,running,0.0,73.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,31.0,37.0,28.0,Kenny Wallace,U.S. Border Patrol (Jay Robinson),Chevrolet,143.0,29638.0,running,0.0,70.0
2009,2,Fontana,Auto Club Speedway,2.0,paved track,32.0,40.0,52.0,Scott Gaylord,Motel 6 Hesperia (Jimmy Means),Chevrolet,143.0,29528.0,running,0.0,67.0
