Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1950,1,Daytona Beach,1.0,3.0,21.0,Harold Kite,Roberts Auto Service (Harold Kite),'49 Lincoln,48.0,1500.0,running,38.0
1950,1,Daytona Beach,2.0,34.0,22.0,Red Byron,Parks Novelty (Raymond Parks),'50 Oldsmobile,48.0,1000.0,running,10.0
1950,1,Daytona Beach,3.0,14.0,59.0,Lloyd Moore,Julian Buesink,'49 Lincoln,48.0,600.0,running,0.0
1950,1,Daytona Beach,4.0,8.0,88.0,Al Gross,Hans Winter,'50 Oldsmobile,48.0,550.0,running,0.0
1950,1,Daytona Beach,5.0,2.0,35.0,J.C. Van Landingham,J.C. Van Landingham,'50 Buick,48.0,450.0,running,0.0
1950,1,Daytona Beach,6.0,4.0,90.0,Tim Flock,Daytona Motors (Buddy Elliott),'48 Cadillac,48.0,350.0,running,0.0
1950,1,Daytona Beach,7.0,21.0,7.0,Bob Flock,Bob Flock Garage (Frank Christian),'49 Oldsmobile,47.0,250.0,running,0.0
1950,1,Daytona Beach,8.0,26.0,4.0,Otis Martin,Raymond Lewis,'49 Plymouth,47.0,175.0,running,0.0
1950,1,Daytona Beach,9.0,9.0,70.0,Buck Baker,Buck Baker,'49 Ford,47.0,175.0,running,0.0
1950,1,Daytona Beach,10.0,15.0,47.0,Fonty Flock,Ed Lawrence,'47 Buick,46.0,150.0,running,0.0
1950,1,Daytona Beach,11.0,10.0,41.0,Curtis Turner,Paul Roberts,'49 Lincoln,46.0,50.0,–,0.0
1950,1,Daytona Beach,12.0,18.0,10.0,Jim Rathmann,Jim Rathmann,'49 Lincoln,46.0,50.0,–,0.0
1950,1,Daytona Beach,13.0,22.0,80.0,Roscoe Thompson,Charles Venable,'49 Lincoln,45.0,50.0,–,0.0
1950,1,Daytona Beach,14.0,37.0,5.0,Cotton Owens,Cotton Owens,'49 Plymouth,45.0,50.0,–,0.0
1950,1,Daytona Beach,15.0,25.0,55.0,June Cleveland,D.G. Hall,'48 Buick,45.0,50.0,wheel,0.0
1950,1,Daytona Beach,16.0,28.0,42.0,Lee Petty,Petty Special (Petty Enterprises),'49 Plymouth,45.0,50.0,–,0.0
1950,1,Daytona Beach,17.0,30.0,89.0,Al Keller,W.O. Taylor,'49 Ford,44.0,50.0,–,0.0
1950,1,Daytona Beach,18.0,11.0,9.0,Frank Luptow,Frank Luptow,'49 Lincoln,43.0,50.0,–,0.0
1950,1,Daytona Beach,19.0,41.0,61.0,Will Albright,Will Albright,'46 Pontiac,43.0,50.0,–,0.0
1950,1,Daytona Beach,20.0,23.0,18.0,Jack White,Brooks Motors (Brooks Motors),'49 Lincoln,41.0,50.0,–,0.0
1950,1,Daytona Beach,21.0,6.0,32.0,Alton Haddock,J.L. McDonald,'49 Lincoln,41.0,25.0,–,0.0
1950,1,Daytona Beach,22.0,29.0,56.0,Joe Jernigan,Lambert's Auto (Joe Jernigan),'49 Ford,41.0,25.0,–,0.0
1950,1,Daytona Beach,23.0,24.0,72.0,Lee Schmidt,Lee Schmidt,'47 Buick,40.0,25.0,–,0.0
1950,1,Daytona Beach,24.0,17.0,37.0,Russ Lee,Chester Alford,'49 Hudson,38.0,25.0,–,0.0
1950,1,Daytona Beach,25.0,27.0,48.0,Larry Shurter,Larry Shurter,'49 Ford,37.0,25.0,–,0.0
1950,1,Daytona Beach,26.0,5.0,91.0,Tommy Thompson,San Juan Motors (Tommy Thompson),'49 Chrysler,34.0,25.0,crash,0.0
1950,1,Daytona Beach,27.0,12.0,25.0,Jack Smith,Bishop Brothers,'50 Oldsmobile,31.0,25.0,–,0.0
1950,1,Daytona Beach,28.0,16.0,12.0,Billy Carden,Bishop Brothers,'49 Oldsmobile,30.0,25.0,–,0.0
1950,1,Daytona Beach,29.0,20.0,60.0,Bill Rexford,Julian Buesink,'49 Oldsmobile,26.0,25.0,–,0.0
1950,1,Daytona Beach,30.0,19.0,50.0,Gober Sosebee,Ted Chester,'49 Oldsmobile,21.0,25.0,engine,0.0
1950,1,Daytona Beach,31.0,38.0,17.0,Bob Apperson,Bob Apperson,'47 Ford,14.0,25.0,–,0.0
1950,1,Daytona Beach,32.0,33.0,6.0,Marshall Teague,Paul Cox,'49 Lincoln,10.0,25.0,did not finish,0.0
1950,1,Daytona Beach,33.0,32.0,11.0,Fireball Roberts,Jim Davis,'48 Hudson,8.0,25.0,–,0.0
1950,1,Daytona Beach,34.0,35.0,2.0,Bill Blair,Sam Rice,'49 Cadillac,7.0,25.0,–,0.0
1950,1,Daytona Beach,35.0,1.0,3.0,Joe Littlejohn,Joe Littlejohn,'50 Oldsmobile,7.0,25.0,–,0.0
1950,1,Daytona Beach,36.0,39.0,24.0,Dick Clothier,Dick Clothier,'47 Pontiac,5.0,25.0,–,0.0
1950,1,Daytona Beach,37.0,7.0,44.0,Frank Mundy,Daytona Motors (Buddy Elliott),'49 Cadillac,5.0,25.0,–,0.0
1950,1,Daytona Beach,38.0,36.0,77.0,Slick Smith,Davis Brothers,'47 Hudson,4.0,25.0,–,0.0
1950,1,Daytona Beach,39.0,13.0,66.0,Herschel Buchanan,Herschel Buchanan,'47 Nash,3.0,25.0,–,0.0
1950,1,Daytona Beach,40.0,31.0,67.0,Joe Harrison,Joe Harrison,'49 Ford,3.0,25.0,–,0.0
1950,1,Daytona Beach,41.0,40.0,94.0,Louise Smith,Smith Auto Parts (Louise Smith),'49 Ford,0.0,,crash,0.0
1950,2,Charlotte,1.0,5.0,21.0,Tim Flock,Edmunds Motors (Harold Kite),'49 Lincoln,200.0,1500.0,running,153.0
1950,2,Charlotte,2.0,2.0,7.0,Bob Flock,Bob Flock Garage (Frank Christian),'49 Oldsmobile,200.0,750.0,running,5.0
1950,2,Charlotte,3.0,12.0,19.0,Clyde Minter,Bridge Street Motors (Clyde Minter),'50 Mercury,197.0,500.0,running,0.0
1950,2,Charlotte,4.0,1.0,22.0,Red Byron,Parks Novelty (Raymond Parks),'50 Oldsmobile,196.0,300.0,running,42.0
1950,2,Charlotte,5.0,14.0,,Bill Snowden,Bill Snowden,'49 Buick,194.0,200.0,running,0.0
1950,2,Charlotte,6.0,18.0,49.0,Glenn Dunaway,Glenn Dunaway,'49 Plymouth,191.0,175.0,running,0.0
1950,2,Charlotte,7.0,16.0,,Jack White,Moyer Co. (Dailey Moyer),'49 Mercury,190.0,150.0,–,0.0
1950,2,Charlotte,8.0,25.0,10.0,Fred Johnson,Fred Johnson,'49 Ford,189.0,125.0,–,0.0
1950,2,Charlotte,9.0,17.0,92.0,Herb Thomas,Herb Thomas,'47 Ford,172.0,100.0,–,0.0
1950,2,Charlotte,10.0,24.0,,Hughie Dunn,–,'49 Oldsmobile,172.0,75.0,–,0.0
1950,2,Charlotte,11.0,6.0,,Frank Mundy,–,'49 Oldsmobile,170.0,50.0,–,0.0
1950,2,Charlotte,12.0,21.0,17.0,Bob Apperson,Bob Apperson,'49 Ford,168.0,50.0,–,0.0
1950,2,Charlotte,13.0,8.0,20.0,Bill Rexford,Julian Buesink,'50 Oldsmobile,152.0,50.0,–,0.0
1950,2,Charlotte,14.0,15.0,14.0,Lloyd Moore,Julian Buesink,'49 Lincoln,131.0,50.0,–,0.0
1950,2,Charlotte,15.0,9.0,41.0,Curtis Turner,Eanes Motor Co. (John Eanes),'50 Oldsmobile,106.0,50.0,–,0.0
1950,2,Charlotte,16.0,10.0,30.0,Cotton Owens,Cotton Owens,'50 Ford,86.0,,–,0.0
1950,2,Charlotte,17.0,7.0,55.0,June Cleveland,D.G. Hall,'48 Buick,85.0,,crash,0.0
