Season,Race,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led
1951,1,Daytona Beach,1.0,6,6,Marshall Teague,Fabulous Hudson Hornet (Marshall Teague),'51 Hudson,39,1500.0,running,12.0
1951,1,Daytona Beach,2.0,1,91,Tim Flock,Esquire Motors (Sam Knox),'50 Lincoln,39,1000.0,running,27.0
1951,1,Daytona Beach,3.0,3,14,Fonty Flock,Red Devil (Frank Christian),'50 Oldsmobile,39,600.0,running,0.0
1951,1,Daytona Beach,4.0,14,41.5,Bill Blair,Bill Blair,'49 Oldsmobile,–,550.0,running,0.0
1951,1,Daytona Beach,5.0,7,87,Buck Baker,Griffin Motors (Bob Griffin),'50 Oldsmobile,–,450.0,running,0.0
1951,1,Daytona Beach,6.0,9,55,Les Snow,Les Snow,'49 Lincoln,–,350.0,–,0.0
1951,1,Daytona Beach,7.0,22,41,Curtis Turner,Nash Motor Co. (Nash Motor Co.),'51 Nash,–,250.0,–,0.0
1951,1,Daytona Beach,8.0,30,16,Bill Snowden,Police Special (Bill Snowden),'50 Ford,–,200.0,–,0.0
1951,1,Daytona Beach,9.0,16,98,Johnny Mantz,Don Willis Motors (Johnny Mantz),'51 Nash,–,175.0,–,0.0
1951,1,Daytona Beach,10.0,8,59,Lloyd Moore,Julian Buesink,'51 Lincoln,–,150.0,–,0.0
1951,1,Daytona Beach,11.0,13,1,Red Byron,Wally Marks,'50 Oldsmobile,–,50.0,–,0.0
1951,1,Daytona Beach,12.0,21,83,Tommy Thompson,San Juan Motors (Tommy Thompson),'47 Chrysler,–,50.0,–,0.0
1951,1,Daytona Beach,13.0,12,61,Bill Rexford,Julian Buesink,'50 Oldsmobile,–,50.0,–,0.0
1951,1,Daytona Beach,14.0,–,68,Barney Smith,Barney Smith,'50 Plymouth,–,50.0,–,0.0
1951,1,Daytona Beach,15.0,15,60,Don Eggert,Julian Buesink,'49 Ford,–,50.0,–,0.0
1951,1,Daytona Beach,16.0,27,92,Herb Thomas,Herb Thomas,'50 Plymouth,–,50.0,–,0.0
1951,1,Daytona Beach,17.0,19,25,Speedy Thompson,Leland Colvin,'50 Oldsmobile,–,50.0,–,0.0
1951,1,Daytona Beach,18.0,–,77,Dick Linder,John Marcum,'51 Studebaker,–,50.0,–,0.0
1951,1,Daytona Beach,19.0,28,144X,Len Fanelli,Len Fanelli,'50 Plymouth,–,50.0,–,0.0
1951,1,Daytona Beach,20.0,32,86,Eddie Sheeler,–,'51 Hudson,–,50.0,–,0.0
1951,1,Daytona Beach,21.0,–,138,Clyde Minter,B.F. Goodrich (Clyde Minter),'47 Buick,–,25.0,–,0.0
1951,1,Daytona Beach,22.0,34,72,Weldon Adams,Harold Mays,'50 Plymouth,–,25.0,–,0.0
